Product Name,Price,Quantity,Store,Image
Mantequilla TAEQ Sabor original (300  gr),19900,1,Exito,No image found
Aceite De Oliva  Pomona  (250  ml),20350,1,Exito,No image found
Aceite CANOLA LIFE canola (2000  ml),45360,1,Exito,No image found
aceite GOURMET CANOLA (900  ml),26350,1,Exito,No image found
Aceite CANOLA LIFE canola (500  ml),12400,1,Exito,No image found
Aceite OLEOCALI vegetal (900  ml),9200,1,Exito,No image found
Aceite de oliva CARBONELL MARCA EXCLUSIVA Extra virgen (250  ml),34100,1,Exito,No image found
Aceite GOURMET  (160  ml),23550,1,Exito,No image found
Aceite OLIVETTO Oliva Extra Virgen Selecto Ext (250  ml),33100,1,Exito,No image found
Vinagre BUCATTI balsámico (250  ml),19650,1,Exito,No image found
Aceite OLIVETTO  (500  ml),53700,1,Exito,No image found
Aceite EXITO MARCA PROPIA  (1000  ml),55900,1,Exito,No image found
Aceite GOURMET CANOLA OLIVA LINE ADEREZAR ASA (1800  ml),55000,1,Exito,No image found
Aceite PREMIER canola (2000  ml),50600,1,Exito,No image found
Aceite FINO SOYA GIRASOL (900  ml),13000,1,Exito,No image found
Aceite FRESCAMPO  (750  ml),5750,1,Exito,No image found
Reducción PIATTO VINAGRE MARACUYA (330  gr),30250,1,Exito,No image found
Aceite de oliva SUBLIME MARCA EXCLUSIVA Extra virgen (500  ml),45650,1,Exito,No image found
Aceite de oliva HACIENDA GUZMAN MARCA EXCLUSIV Extra virgen (750  ml),57700,1,Exito,No image found
Mantequilla TAEQ Clarificada ghee (420  gr),27850,1,Exito,No image found
Granola TOSH Crunchy frutos rojos (300  gr),15150,1,Exito,No image found
Cereal CORN FLAKES Corn Flakes Original  (410  gr),12250,1,Exito,No image found
Cereal KELLOGGS Corn Flakes Original (200  gr),10800,1,Exito,No image found
Granola TAEQ Tradicional (400  gr),7860,1,Exito,No image found
Barras de cereal TOSH Original sin azúcar x6 und (138  gr),11800,1,Exito,No image found
granola LOK PREMIUM PRODUCTS BANANO MIEL (350  gr),28000,1,Exito,No image found
Granola TOSH Crunchy almendras (500  gr),24700,1,Exito,No image found
