Product Name,Price,Quantity,Store,Image
Cerveza CORONA botella x6und (1980  ml),20400,6und,Carulla,https://carulla.vtexassets.com/arquivos/ids/18475051-500-auto?v=638665918676400000&width=500&height=auto&aspect=true
Refajo COLA Y POLA lata x6und (1980  ml),12500,6und,Carulla,https://carulla.vtexassets.com/arquivos/ids/18491106-500-auto?v=638666692610930000&width=500&height=auto&aspect=true
Cerveza HEINEKEN Botella x6un 330ml (1980  ml),22600,6un,Carulla,https://carulla.vtexassets.com/arquivos/ids/17499297-500-auto?v=638615728941470000&width=500&height=auto&aspect=true
Cerveza HEINEKEN  (1860  ml),18200,1860,Carulla,https://carulla.vtexassets.com/arquivos/ids/17479535-500-auto?v=638613321367500000&width=500&height=auto&aspect=true
Cerveza BUDWEISER lata x24und (6456  ml),74100,24und,Carulla,https://carulla.vtexassets.com/arquivos/ids/18491139-500-auto?v=638666693017130000&width=500&height=auto&aspect=true
Cerveza CLUB COLOMBIA Cerveza Trigo (1980  ml),21400,1980,Carulla,https://carulla.vtexassets.com/arquivos/ids/17976112-500-auto?v=638636517164070000&width=500&height=auto&aspect=true
Cerveza WEIDMANN Lata (500  ml),15100,500,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472002-500-auto?v=638613152351100000&width=500&height=auto&aspect=true
Cerveza ESTRELLA DAMM  (1980  ml),22900,1980,Carulla,https://carulla.vtexassets.com/arquivos/ids/17475825-500-auto?v=638613252624600000&width=500&height=auto&aspect=true
Cerveza PAULANER  (500  ml),17350,500,Carulla,https://carulla.vtexassets.com/arquivos/ids/17474465-500-auto?v=638613217822830000&width=500&height=auto&aspect=true
Cerveza Artesanal 3CORDILLERAS Rosé Lata x6und 269ml (1614  ml),22000,3CORDILLERAS,Carulla,https://carulla.vtexassets.com/arquivos/ids/17421936-500-auto?v=638611433114200000&width=500&height=auto&aspect=true
Cerveza MILLER  (1860  ml),18200,1860,Carulla,https://carulla.vtexassets.com/arquivos/ids/17479529-500-auto?v=638613321233770000&width=500&height=auto&aspect=true
Cerveza Cero CORONA Cerveza Sin Alcohol (1980  ml),20080,1980,Carulla,https://carulla.vtexassets.com/arquivos/ids/17479652-500-auto?v=638613324149600000&width=500&height=auto&aspect=true
Cerveza LIEFMANS Saborizada (250  ml),14600,250,Carulla,https://carulla.vtexassets.com/arquivos/ids/17483701-500-auto?v=638613349251500000&width=500&height=auto&aspect=true
