Product Name,Price,Quantity,Store,Image
ESPARCIBLE MULTIUSOS RAMA 250 G,4700,"250 g (g a $ 18,8)",D1,No image found
ESPARCIBLE VEGETAL DON OLIO 500 G ,7450,"500 g (g a $ 14,9)",D1,No image found
MANTEQUILLA CLARIFICADA GHEE NATRI 180GR,11950,"180 g (g a $ 66,39)",D1,No image found
ACEITE DE AGUACATE NATRI 230ML,13950,"230 ml (ml a $ 60,65)",D1,No image found
AJÍ PICANTE MASH 250 G,3990,"250 g (g a $ 15,96)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000639.png
BASE SALSA POLLO CHAMP/GULASH RICO 45 R,2700,50 g (g a $ 54),D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12006542.png
CREMA DE ALMENDRAS S/A NUTHOS 160G,14950,"160 g (g a $ 93,44)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003546.png
ESENCIA DE VAINILLA SPECIARIA 155ML,2990,"155 ml (ml a $ 19,29)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12003758.png
GUACAMOLE CRACHOS 200 G,3600,200 g (g a $ 18),D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000295.png
MAYONESA BAJA EN GRASA ZEV 500 G,3790,"500 g (g a $ 7,58)",D1,https://stockimages.tiendasd1.com/stockimages.tiendasd1.com/kobastockimages/IMAGENES/12000305.png
